wave,flux
48016.527962861,7.11723750235168e-21
48020.5304414332,6.57479859860463e-21
48024.5329200053,6.43065060822226e-21
48028.5353985775,6.40429028001468e-21
48032.5378771497,6.40386893944237e-21
48036.5403557219,6.40776693411548e-21
48056.235,6.42997106051615e-21
48104.63,6.36692355556328e-21
48153.025,6.43488093537871e-21
48201.42,6.36417310064454e-21
48249.815,6.15245202237284e-21
48298.21,6.29256441201834e-21
48346.605,6.28248795079252e-21
48395,6.17542228467779e-21
48420.1151005378,6.14992246213418e-21
48424.156273484,6.14754571546056e-21
48428.1974464303,6.15741382348549e-21
48432.2386193765,6.2408463948512e-21
48436.2797923227,6.65837692178933e-21
48440.3209652689,8.20575026721756e-21
48443.395,1.10126074034278e-20
48444.3621382152,1.25234876321715e-20
48448.4033111614,2.14762626957832e-20
48452.4444841076,3.48045799876079e-20
48456.4856570538,4.78544433099011e-20
48460.52683,5.34149846830696e-20
48464.5680029462,4.78671839823139e-20
48468.6091758925,3.48281422249203e-20
48472.6503488387,2.15086657257499e-20
48476.6915217849,1.25640586100351e-20
48480.7326947311,8.24810551569519e-21
48484.7738676773,6.70097328881797e-21
48488.8150406236,6.28403781541795e-21
48491.79,6.21020288345112e-21
48492.8562135698,6.19487223425704e-21
48496.897386516,6.16131237710666e-21
48500.9385594622,6.1400650743549e-21
48540.185,5.95367969472112e-21
48588.58,5.8876454208549e-21
48636.975,6.15935096276105e-21
48685.37,6.12886961916139e-21
48733.765,6.15580851776621e-21
48782.16,5.95953112725591e-21
48830.555,6.1453789192523e-21
48878.95,6.05542558412889e-21
48927.345,6.08435551353519e-21
48975.74,6.16585526906049e-21
49024.135,6.08625478983179e-21
49072.53,6.03083294011308e-21
49120.925,6.00937893807393e-21
49169.32,5.9227840710746e-21
49217.715,5.99145108128286e-21
49266.11,6.05363575167509e-21
49314.505,6.07582591112634e-21
49362.9,5.89008677117964e-21
49411.295,5.9824876566467e-21
49459.69,5.89221084077771e-21
49508.085,6.00836726505063e-21
49556.48,6.00790581240304e-21
49604.875,5.86564974994237e-21
49653.27,5.80360160520915e-21
49701.665,5.91284742427551e-21
49750.06,5.84178646810949e-21
49798.455,5.81691267511445e-21
49846.85,5.80924245302804e-21
49895.245,5.71044117093649e-21
49943.64,5.90875137311681e-21
49992.035,5.69130261607601e-21
50040.43,5.34131215905825e-21
50088.825,5.62715923410393e-21
50137.22,5.78952765444366e-21
50185.615,5.41294176143381e-21
50234.01,5.64851336075034e-21
50282.405,5.59430761321301e-21
50330.8,5.66662219888825e-21
50379.195,5.51300992384246e-21
50427.59,5.50631408906539e-21
50475.985,5.66574702123435e-21
50524.38,5.69146031385694e-21
50572.775,5.47608117466725e-21
50621.17,5.58165721983143e-21
50669.565,5.4083843399588e-21
50717.96,5.64182208267055e-21
50766.355,5.68554075808494e-21
50814.75,5.51776660447803e-21
50863.145,5.51130016665268e-21
50911.54,5.620986607464e-21
50959.935,5.27222665376808e-21
51008.33,5.2444716632642e-21
51056.725,5.34483352290028e-21
51105.12,5.5411786264376e-21
51153.515,5.43296058575025e-21
51201.91,5.60417251769249e-21
51250.305,5.56310152968691e-21
51298.7,5.44213993042393e-21
51347.095,5.52581083995117e-21
51395.49,5.52267607965472e-21
